Evaluation_setting,ML,Release,Precision,Recall,F1-score,MCC
Within-release,RF,derby-10.2.1.6,0.7222222222222222,0.48148148148148145,0.5777777777777777,0.47427902129686433
Within-release,RF,derby-10.2.1.6,0.7931034482758621,0.42592592592592593,0.5542168674698795,0.482774565624523
Within-release,RF,derby-10.2.1.6,0.7333333333333333,0.4074074074074074,0.5238095238095238,0.4356315567021401
Within-release,RF,derby-10.2.1.6,0.7575757575757576,0.46296296296296297,0.5747126436781609,0.48549446904513877
Within-release,RF,derby-10.2.1.6,0.9259259259259259,0.46296296296296297,0.617283950617284,0.5818949383907753
Within-release,RF,derby-10.2.1.6,0.8695652173913043,0.37037037037037035,0.5194805194805194,0.4848222592215859
Within-release,RF,derby-10.2.1.6,0.7647058823529411,0.48148148148148145,0.5909090909090909,0.5016254729065743
Within-release,RF,derby-10.3.1.4,0.875,0.2,0.32558139534883723,0.3804094748686499
Within-release,RF,derby-10.3.1.4,0.7777777777777778,0.4,0.5283018867924528,0.5052030196343508
Within-release,RF,derby-10.3.1.4,0.7142857142857143,0.2857142857142857,0.40816326530612246,0.3959941426067594
Within-release,RF,derby-10.3.1.4,0.6363636363636364,0.2,0.30434782608695654,0.2996467997942149
Within-release,RF,derby-10.3.1.4,0.875,0.4,0.5490196078431373,0.5483769533626313
Within-release,RF,derby-10.3.1.4,0.6666666666666666,0.2857142857142857,0.4,0.3756904635932349
Within-release,RF,derby-10.3.1.4,0.7692307692307693,0.2857142857142857,0.41666666666666663,0.41829558706336123
Within-release,RF,derby-10.3.1.4,0.8,0.34285714285714286,0.48000000000000004,0.4739886314185217
Within-release,RF,derby-10.3.1.4,0.6,0.2571428571428571,0.36,0.32607728544394754
Within-release,RF,derby-10.3.1.4,0.42857142857142855,0.08823529411764706,0.14634146341463417,0.13714240138866132
Within-release,RF,derby-10.3.1.4,0.5714285714285714,0.11428571428571428,0.19047619047619044,0.20462300451255833
Within-release,RF,derby-10.3.1.4,0.8888888888888888,0.22857142857142856,0.3636363636363636,0.41227398849778824
Within-release,RF,derby-10.3.1.4,0.8181818181818182,0.2571428571428571,0.39130434782608686,0.41362604722024154
Within-release,RF,derby-10.3.1.4,0.7647058823529411,0.37142857142857144,0.5,0.47942831632755256
Within-release,RF,derby-10.3.1.4,0.7857142857142857,0.3142857142857143,0.44897959183673464,0.4468747853486744
Within-release,RF,derby-10.3.1.4,0.7777777777777778,0.4,0.5283018867924528,0.5052030196343508
Within-release,RF,derby-10.3.1.4,0.9,0.2571428571428571,0.39999999999999997,0.44222901301551826
Within-release,RF,derby-10.3.1.4,0.6666666666666666,0.2857142857142857,0.4,0.3753810674354723
Within-release,RF,derby-10.3.1.4,0.8181818181818182,0.2571428571428571,0.39130434782608686,0.4134008025292192
Within-release,RF,derby-10.3.1.4,0.8333333333333334,0.29411764705882354,0.4347826086956522,0.4508235361941719
Within-release,RF,derby-10.3.1.4,0.7058823529411765,0.34285714285714286,0.46153846153846156,0.4329166139972676
Within-release,RF,derby-10.3.1.4,0.75,0.34285714285714286,0.47058823529411753,0.4527247775985101
Within-release,RF,derby-10.3.1.4,0.8666666666666667,0.37142857142857144,0.52,0.5235140703364484
Within-release,RF,derby-10.3.1.4,0.8461538461538461,0.3142857142857143,0.45833333333333337,0.4709698461750438
Within-release,RF,derby-10.3.1.4,0.6,0.2571428571428571,0.36,0.32641592801216374
Within-release,RF,derby-10.3.1.4,0.7,0.2,0.3111111111111111,0.32297018217179707
Within-release,RF,derby-10.3.1.4,0.9411764705882353,0.45714285714285713,0.6153846153846154,0.6189634233184075
Within-release,RF,derby-10.3.1.4,0.75,0.17142857142857143,0.2790697674418604,0.3138343878868677
Within-release,RF,derby-10.3.1.4,0.5714285714285714,0.22857142857142856,0.32653061224489793,0.29389094582215886
Within-release,RF,derby-10.3.1.4,0.8,0.35294117647058826,0.489795918367347,0.48276960560668475
Within-release,RF,derby-10.3.1.4,0.8125,0.37142857142857144,0.5098039215686275,0.5005508654805707
Within-release,RF,derby-10.3.1.4,0.9090909090909091,0.2857142857142857,0.43478260869565216,0.4706156709332549
Within-release,RF,derby-10.3.1.4,0.8125,0.37142857142857144,0.5098039215686275,0.5005508654805707
Within-release,RF,derby-10.3.1.4,0.7142857142857143,0.2857142857142857,0.40816326530612246,0.3959941426067594
Within-release,RF,derby-10.3.1.4,0.9333333333333333,0.4,0.5599999999999999,0.5727886059175196
Within-release,RF,derby-10.3.1.4,0.7272727272727273,0.22857142857142856,0.34782608695652173,0.35663642350722824
Within-release,RF,derby-10.3.1.4,0.8571428571428571,0.17142857142857143,0.2857142857142857,0.3461619215619336
Within-release,RF,derby-10.3.1.4,0.6,0.17142857142857143,0.26666666666666666,0.26305235882283545
Within-release,RF,derby-10.3.1.4,0.75,0.2571428571428571,0.3829787234042553,0.38804529449427755
Within-release,RF,derby-10.3.1.4,0.7058823529411765,0.35294117647058826,0.4705882352941177,0.44109119944927033
Within-release,RF,derby-10.3.1.4,0.8,0.22857142857142856,0.3555555555555555,0.3825995975936577
Within-release,RF,derby-10.3.1.4,0.75,0.34285714285714286,0.47058823529411753,0.4527247775985101
Within-release,RF,derby-10.3.1.4,0.75,0.2571428571428571,0.3829787234042553,0.38830115577660596
Within-release,RF,derby-10.3.1.4,0.8333333333333334,0.42857142857142855,0.5660377358490566,0.5505154657947369
Within-release,RF,derby-10.3.1.4,0.7777777777777778,0.2,0.3181818181818182,0.34956748370906754
Within-release,RF,derby-10.3.1.4,1.0,0.14285714285714285,0.25,0.3507361872061009
Within-release,RF,derby-10.3.1.4,0.7,0.2,0.3111111111111111,0.32297018217179707
Within-release,RF,derby-10.3.1.4,0.5454545454545454,0.17142857142857143,0.26086956521739124,0.24233840148264574
Within-release,RF,derby-10.3.1.4,0.8461538461538461,0.3142857142857143,0.45833333333333337,0.47074511227563
Within-release,RF,derby-10.3.1.4,0.7272727272727273,0.23529411764705882,0.3555555555555555,0.36324185493956956
Within-release,RF,derby-10.3.1.4,0.8571428571428571,0.34285714285714286,0.4897959183673469,0.4977554280905894
Within-release,RF,derby-10.3.1.4,0.8181818181818182,0.2571428571428571,0.39130434782608686,0.41362604722024154
Within-release,RF,derby-10.3.1.4,0.6363636363636364,0.2,0.30434782608695654,0.2996467997942149
Within-release,RF,derby-10.3.1.4,0.75,0.34285714285714286,0.47058823529411753,0.4527247775985101
Within-release,RF,derby-10.3.1.4,0.6111111111111112,0.3142857142857143,0.41509433962264153,0.36926568115319225
Within-release,RF,derby-10.3.1.4,0.6666666666666666,0.11428571428571428,0.19512195121951217,0.23258116796163614
Within-release,RF,derby-10.3.1.4,0.8181818181818182,0.2571428571428571,0.39130434782608686,0.41362604722024154
Within-release,RF,derby-10.3.1.4,0.8181818181818182,0.2571428571428571,0.39130434782608686,0.4134008025292192
Within-release,RF,derby-10.3.1.4,1.0,0.34285714285714286,0.5106382978723404,0.552218303703395
Within-release,RF,derby-10.3.1.4,0.7368421052631579,0.4117647058823529,0.5283018867924528,0.4949920740540059
Within-release,RF,derby-10.3.1.4,0.7894736842105263,0.42857142857142855,0.5555555555555555,0.5301550400038606
Within-release,RF,derby-10.3.1.4,0.8888888888888888,0.22857142857142856,0.3636363636363636,0.41227398849778824
Within-release,RF,derby-10.3.1.4,0.6363636363636364,0.2,0.30434782608695654,0.2996467997942149
Within-release,RF,derby-10.3.1.4,0.8,0.22857142857142856,0.3555555555555555,0.3825995975936577
Within-release,RF,derby-10.3.1.4,0.8181818181818182,0.2571428571428571,0.39130434782608686,0.41362604722024154
Within-release,RF,derby-10.3.1.4,0.9,0.2571428571428571,0.39999999999999997,0.44222901301551826
Within-release,RF,derby-10.3.1.4,0.7272727272727273,0.22857142857142856,0.34782608695652173,0.35663642350722824
Within-release,RF,derby-10.3.1.4,0.6923076923076923,0.2571428571428571,0.37499999999999994,0.3653365375167103
Within-release,RF,derby-10.3.1.4,0.8421052631578947,0.45714285714285713,0.5925925925925926,0.5741315287165883
Within-release,RF,derby-10.3.1.4,0.6153846153846154,0.23529411764705882,0.3404255319148936,0.3191836866248166
Within-release,RF,derby-10.3.1.4,0.9166666666666666,0.3142857142857143,0.4680851063829787,0.4976887343956371
Within-release,RF,derby-10.3.1.4,0.5,0.2,0.28571428571428575,0.24335221438101434
Within-release,RF,derby-10.3.1.4,0.5714285714285714,0.11428571428571428,0.19047619047619044,0.20462300451255833
Within-release,RF,derby-10.3.1.4,0.7,0.2,0.3111111111111111,0.32297018217179707
Within-release,RF,derby-10.3.1.4,0.8461538461538461,0.3142857142857143,0.45833333333333337,0.4709698461750438
Within-release,RF,derby-10.3.1.4,0.7222222222222222,0.37142857142857144,0.490566037735849,0.45989057347396456
Within-release,RF,derby-10.3.1.4,0.625,0.14285714285714285,0.23255813953488372,0.2477015128387026
Within-release,RF,derby-10.3.1.4,0.8461538461538461,0.3142857142857143,0.45833333333333337,0.47074511227563
Within-release,RF,derby-10.3.1.4,0.7857142857142857,0.3142857142857143,0.44897959183673464,0.4466216735722572
Within-release,RF,derby-10.3.1.4,0.6923076923076923,0.2647058823529412,0.3829787234042553,0.3725434021750722
Within-release,RF,derby-10.3.1.4,0.7368421052631579,0.4,0.5185185185185185,0.4859421102525952
Within-release,RF,derby-10.3.1.4,0.8,0.22857142857142856,0.3555555555555555,0.3825995975936577
Within-release,RF,derby-10.3.1.4,0.7222222222222222,0.37142857142857144,0.490566037735849,0.45989057347396456
Within-release,RF,derby-10.3.1.4,0.75,0.42857142857142855,0.5454545454545454,0.511173312994526
Within-release,RF,derby-10.3.1.4,0.6923076923076923,0.2571428571428571,0.37499999999999994,0.36562132795167873
Within-release,RF,derby-10.3.1.4,0.75,0.2571428571428571,0.3829787234042553,0.38830115577660596
Within-release,RF,derby-10.3.1.4,0.6363636363636364,0.2,0.30434782608695654,0.2996467997942149
Within-release,RF,derby-10.3.1.4,0.6875,0.3142857142857143,0.43137254901960786,0.4045926442891107
Within-release,RF,derby-10.3.1.4,0.8333333333333334,0.2857142857142857,0.42553191489361697,0.4427696308973167
Within-release,RF,derby-10.3.1.4,0.8461538461538461,0.3235294117647059,0.46808510638297873,0.47926283327558344
Within-release,RF,derby-10.3.1.4,0.8,0.22857142857142856,0.3555555555555555,0.3825995975936577
Within-release,RF,derby-10.3.1.4,0.9090909090909091,0.2857142857142857,0.43478260869565216,0.4706156709332549
Within-release,RF,derby-10.3.1.4,0.8,0.22857142857142856,0.3555555555555555,0.3825995975936577
Within-release,RF,derby-10.3.1.4,0.6428571428571429,0.2571428571428571,0.36734693877551017,0.3451134998648444
Within-release,RF,derby-10.3.1.4,0.8571428571428571,0.34285714285714286,0.4897959183673469,0.4977554280905894
Within-release,RF,derby-10.3.1.4,0.7368421052631579,0.4,0.5185185185185185,0.4859421102525952
Within-release,RF,derby-10.3.1.4,0.875,0.2,0.32558139534883723,0.3804094748686499
Within-release,RF,derby-10.3.1.4,0.7222222222222222,0.37142857142857144,0.490566037735849,0.4595926126921659
Within-release,RF,derby-10.3.1.4,0.7272727272727273,0.22857142857142856,0.34782608695652173,0.35638000218036137
Within-release,RF,derby-10.3.1.4,0.8571428571428571,0.35294117647058826,0.5,0.506495971999297
Within-release,RF,derby-10.5.1.1,0.75,0.17647058823529413,0.2857142857142857,0.3469199917599546
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,0.75,0.17647058823529413,0.2857142857142857,0.3469199917599546
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.058823529411764705,0.1,0.11807374480158273
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.125,0.21052631578947367,0.272691747530094
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.0625,0.10526315789473684,0.12304383730016438
Within-release,RF,derby-10.5.1.1,0.5,0.0625,0.1111111111111111,0.16125667940570926
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,1.0,0.17647058823529413,0.3,0.408964516085482
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,1.0,0.125,0.2222222222222222,0.3441949291516819
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.02660407292976527
Within-release,RF,derby-10.5.1.1,0.5,0.0625,0.1111111111111111,0.16125667940570926
Within-release,RF,derby-10.5.1.1,0.5,0.0625,0.1111111111111111,0.16125667940570926
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.058823529411764705,0.1,0.11807374480158273
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.11764705882352941,0.2,0.26351913044353237
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,0.8,0.23529411764705882,0.3636363636363636,0.4168677984696766
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.02168157034026343
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.0625,0.10526315789473684,0.12304383730016438
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.125,0.21052631578947367,0.272691747530094
Within-release,RF,derby-10.5.1.1,1.0,0.1875,0.3157894736842105,0.4223396577600237
Within-release,RF,derby-10.5.1.1,1.0,0.17647058823529413,0.3,0.408964516085482
Within-release,RF,derby-10.5.1.1,0.5,0.058823529411764705,0.10526315789473684,0.15549480683451392
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,0.5,0.058823529411764705,0.10526315789473684,0.15549480683451392
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,1.0,0.1875,0.3157894736842105,0.4223396577600237
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015302662254013718
Within-release,RF,derby-10.5.1.1,1.0,0.1875,0.3157894736842105,0.4223396577600237
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.5,0.125,0.2,0.2289071135614587
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,0.6,0.17647058823529413,0.2727272727272727,0.3037835408267513
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,1.0,0.058823529411764705,0.1111111111111111,0.23523964511070042
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.11764705882352941,0.2,0.26351913044353237
Within-release,RF,derby-10.5.1.1,0.5,0.125,0.2,0.2289071135614587
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.5,0.125,0.2,0.2289071135614587
Within-release,RF,derby-10.5.1.1,1.0,0.125,0.2222222222222222,0.3441949291516819
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.058823529411764705,0.1,0.11807374480158273
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,1.0,0.058823529411764705,0.1111111111111111,0.23523964511070042
Within-release,RF,derby-10.5.1.1,0.25,0.0625,0.1,0.09906484326399263
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.75,0.1875,0.3,0.3587493838589248
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.125,0.21052631578947367,0.272691747530094
Within-release,RF,derby-10.5.1.1,0.6,0.1875,0.2857142857142857,0.31458504385029507
Within-release,RF,derby-10.5.1.1,1.0,0.23529411764705882,0.38095238095238093,0.4731150491652535
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.022307271866554738
Within-release,RF,derby-10.5.1.1,0.5,0.058823529411764705,0.10526315789473684,0.15549480683451392
Within-release,RF,derby-10.5.1.1,1.0,0.058823529411764705,0.1111111111111111,0.23523964511070042
Within-release,RF,derby-10.5.1.1,0.75,0.1875,0.3,0.3587493838589248
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,0.0
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.0625,0.10526315789473684,0.12304383730016438
Within-release,RF,derby-10.5.1.1,1.0,0.1875,0.3157894736842105,0.4223396577600237
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.022307271866554738
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.058823529411764705,0.1,0.11807374480158273
Within-release,RF,derby-10.5.1.1,1.0,0.058823529411764705,0.1111111111111111,0.23523964511070042
Within-release,RF,derby-10.5.1.1,0.5,0.11764705882352941,0.19047619047619047,0.22072493435465568
Within-release,RF,derby-10.5.1.1,0.5,0.0625,0.1111111111111111,0.16125667940570926
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.125,0.21052631578947367,0.272691747530094
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,1.0,0.1875,0.3157894736842105,0.4223396577600237
Within-release,RF,derby-10.5.1.1,0.75,0.1875,0.3,0.3587493838589248
Within-release,RF,derby-10.5.1.1,0.3333333333333333,0.058823529411764705,0.1,0.11807374480158273
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.11764705882352941,0.2,0.26351913044353237
Within-release,RF,derby-10.5.1.1,0.5,0.11764705882352941,0.19047619047619047,0.22072493435465568
Within-release,RF,derby-10.5.1.1,0.5,0.058823529411764705,0.10526315789473684,0.15549480683451392
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015744385696385463
Within-release,RF,derby-10.5.1.1,0.6,0.1875,0.2857142857142857,0.31458504385029507
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.125,0.21052631578947367,0.272691747530094
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.5,0.125,0.2,0.2289071135614587
Within-release,RF,derby-10.5.1.1,0.5,0.125,0.2,0.2289071135614587
Within-release,RF,derby-10.5.1.1,0.5,0.11764705882352941,0.19047619047619047,0.22072493435465568
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.11764705882352941,0.2,0.26351913044353237
Within-release,RF,derby-10.5.1.1,1.0,0.11764705882352941,0.21052631578947367,0.33329688553558257
Within-release,RF,derby-10.5.1.1,0.6,0.17647058823529413,0.2727272727272727,0.3037835408267513
Within-release,RF,derby-10.5.1.1,0.6666666666666666,0.11764705882352941,0.2,0.26351913044353237
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.015302662254013718
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.0,0.0,0.0,-0.02168157034026343
Within-release,RF,derby-10.5.1.1,1.0,0.0625,0.11764705882352941,0.2429297632824678
Within-release,RF,derby-10.5.1.1,0.5,0.0625,0.1111111111111111,0.16125667940570926
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,1.0,1.0,1.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,-0.01898315991504998
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7024393586862705
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,-0.01898315991504998
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.5,1.0,0.6666666666666666,0.702312781631691
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,1.0,1.0,1.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.5,0.5,0.5,0.4864864864864865
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,1.0,0.5,0.6666666666666666,0.7023769168568493
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_5_7,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_6_BETA_1,1.0,0.25,0.4,0.49076843677704596
Within-release,RF,groovy-1_6_BETA_1,1.0,0.5,0.6666666666666666,0.6983225049986964
Within-release,RF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_6_BETA_1,0.0,0.0,0.0,0.0
Within-release,RF,groovy-1_6_BETA_1,1.0,0.3333333333333333,0.5,0.5701779377163204
