Evaluation_setting,ML,Release,Precision,Recall,F1-score,MCC
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.023419460640809617
Within-release,RF,activemq-5.1.0,0.5,0.2,0.28571428571428575,0.2946278581482763
Within-release,RF,activemq-5.1.0,1.0,0.2,0.33333333333333337,0.43794391398313987
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.3333333333333333,0.1,0.15384615384615383,0.1600789310426964
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,1.0,0.2,0.33333333333333337,0.43794391398313987
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.028756694199286777
Within-release,RF,activemq-5.1.0,1.0,0.2,0.33333333333333337,0.43794391398313987
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.023419460640809617
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.2,0.33333333333333337,0.43794391398313987
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.023419460640809617
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.5,0.2,0.28571428571428575,0.2946278581482763
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,1.0,0.3,0.4615384615384615,0.5377501815266628
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.023419460640809617
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.3333333333333333,0.1,0.15384615384615383,0.1600789310426964
Within-release,RF,activemq-5.1.0,0.6666666666666666,0.2,0.30769230769230765,0.3489145562846796
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,1.0,0.2,0.33333333333333337,0.43794391398313987
Within-release,RF,activemq-5.1.0,1.0,0.2,0.33333333333333337,0.43794391398313987
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,1.0,0.1,0.18181818181818182,0.3088821187205665
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.5,0.2,0.28571428571428575,0.2946278581482763
Within-release,RF,activemq-5.1.0,0.5,0.1,0.16666666666666669,0.20726222667116512
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,-0.01651776035938858
Within-release,RF,activemq-5.1.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44278562905823016
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.5,0.25,0.3333333333333333,0.34471886484118397
Within-release,RF,activemq-5.2.0,1.0,0.25,0.4,0.4962732399725693
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.01107018606925119
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.009975341506986316
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.015694120514358614
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.0157723998000466
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.4,0.5714285714285715,0.6277415120418548
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.25,0.4,0.4962732399725693
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.015694120514358614
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44278562905823016
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44278562905823016
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.009975341506986316
Within-release,RF,activemq-5.2.0,0.5,0.2,0.28571428571428575,0.30603535002999294
Within-release,RF,activemq-5.2.0,0.5,0.2,0.28571428571428575,0.30603535002999294
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,1.0,0.25,0.4,0.4962732399725693
Within-release,RF,activemq-5.2.0,1.0,0.25,0.4,0.4962732399725693
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.4,0.5714285714285715,0.6277415120418548
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44280744277004763
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.009975341506986316
Within-release,RF,activemq-5.2.0,0.3333333333333333,0.25,0.28571428571428575,0.2763765607827186
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44280744277004763
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.5,0.2,0.28571428571428575,0.3059845561209041
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.01107018606925119
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.25,0.4,0.4962732399725693
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44280744277004763
Within-release,RF,activemq-5.2.0,1.0,0.2,0.33333333333333337,0.44280744277004763
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,-0.011125267061764577
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.2.0,0.0,0.0,0.0,0.0
Within-release,RF,activemq-5.3.0,0.6,0.21428571428571427,0.3157894736842105,0.3369262728027024
Within-release,RF,activemq-5.3.0,0.5,0.14285714285714285,0.22222222222222224,0.24514516892273006
Within-release,RF,activemq-5.3.0,1.0,0.35714285714285715,0.5263157894736842,0.5859587353090476
Within-release,RF,activemq-5.3.0,0.5,0.07692307692307693,0.13333333333333336,0.18035900926629964
Within-release,RF,activemq-5.3.0,0.6666666666666666,0.15384615384615385,0.25,0.3041761795118382
Within-release,RF,activemq-5.3.0,0.75,0.23076923076923078,0.3529411764705882,0.39995003910609994
Within-release,RF,activemq-5.3.0,1.0,0.15384615384615385,0.2666666666666667,0.3829021672581559
Within-release,RF,activemq-5.3.0,0.75,0.23076923076923078,0.3529411764705882,0.39995003910609994
Within-release,RF,activemq-5.3.0,0.6,0.23076923076923078,0.33333333333333337,0.35139523909918546
Within-release,RF,activemq-5.3.0,1.0,0.07692307692307693,0.14285714285714288,0.2701760352369666
Within-release,RF,activemq-5.3.0,1.0,0.14285714285714285,0.25,0.3682298471593293
Within-release,RF,activemq-5.3.0,0.8,0.2857142857142857,0.4210526315789473,0.461442504055875
Within-release,RF,activemq-5.3.0,0.5,0.14285714285714285,0.22222222222222224,0.24514516892273006
Within-release,RF,activemq-5.3.0,0.75,0.23076923076923078,0.3529411764705882,0.40002006225333203
Within-release,RF,activemq-5.3.0,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.5509573024635245
Within-release,RF,activemq-5.3.0,0.3333333333333333,0.07692307692307693,0.125,0.1383896243968409
Within-release,RF,activemq-5.3.0,0.6666666666666666,0.15384615384615385,0.25,0.3041761795118382
Within-release,RF,activemq-5.3.0,1.0,0.23076923076923078,0.375,0.4699627346268354
Within-release,RF,activemq-5.3.0,1.0,0.3076923076923077,0.47058823529411764,0.5438345043942701
Within-release,RF,activemq-5.3.0,0.5,0.23076923076923078,0.3157894736842105,0.3149755903375866
Within-release,RF,activemq-5.3.0,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.2918818861474499
Within-release,RF,activemq-5.3.0,0.75,0.21428571428571427,0.3333333333333333,0.3840607646456104
Within-release,RF,activemq-5.3.0,1.0,0.35714285714285715,0.5263157894736842,0.5859587353090476
Within-release,RF,activemq-5.3.0,1.0,0.07692307692307693,0.14285714285714288,0.27020683564388814
Within-release,RF,activemq-5.3.0,0.6666666666666666,0.15384615384615385,0.25,0.3041761795118382
Within-release,RF,activemq-5.3.0,0.5,0.07692307692307693,0.13333333333333336,0.18029025812603752
Within-release,RF,activemq-5.3.0,0.8,0.3076923076923077,0.4444444444444444,0.4803676752226812
